scope,replicate,policy,unit,group_value_aggregation,auc20,hit_count20,total_top_units,recall20,first_hit,hit_positions
external_candidate,4698,shuffled_neighbor_family_first_consensus,provenance_group,max,14,2,4,0.5,11,11;17
external_candidate,4699,shuffled_neighbor_family_first_consensus,provenance_group,max,24,2,4,0.5,2,2;16
external_candidate,4700,shuffled_neighbor_family_first_consensus,provenance_group,max,20,2,4,0.5,8,8;14
external_candidate,4701,shuffled_neighbor_family_first_consensus,provenance_group,max,16,2,4,0.5,8,8;18
external_candidate,4702,shuffled_neighbor_family_first_consensus,provenance_group,max,30,3,4,0.75,4,4;10;19
external_candidate,4703,shuffled_neighbor_family_first_consensus,provenance_group,max,19,1,4,0.25,2,2
external_candidate,4704,shuffled_neighbor_family_first_consensus,provenance_group,max,9,2,4,0.5,14,14;19
external_candidate,4705,shuffled_neighbor_family_first_consensus,provenance_group,max,46,3,4,0.75,2,2;7;8
external_candidate,4706,shuffled_neighbor_family_first_consensus,provenance_group,max,6,1,4,0.25,15,15
external_candidate,4707,shuffled_neighbor_family_first_consensus,provenance_group,max,18,2,4,0.5,7,7;17
external_candidate,4708,shuffled_neighbor_family_first_consensus,provenance_group,max,19,2,4,0.5,5,5;18
external_candidate,4709,shuffled_neighbor_family_first_consensus,provenance_group,max,14,2,4,0.5,10,10;18
external_candidate,4710,shuffled_neighbor_family_first_consensus,provenance_group,max,19,2,4,0.5,3,3;20
external_candidate,4711,shuffled_neighbor_family_first_consensus,provenance_group,max,17,2,4,0.5,12,12;13
external_candidate,4712,shuffled_neighbor_family_first_consensus,provenance_group,max,10,1,4,0.25,11,11
external_candidate,4713,shuffled_neighbor_family_first_consensus,provenance_group,max,11,1,4,0.25,10,10
external_candidate,4714,shuffled_neighbor_family_first_consensus,provenance_group,max,35,2,4,0.5,2,2;5
external_candidate,4715,shuffled_neighbor_family_first_consensus,provenance_group,max,7,1,4,0.25,14,14
external_candidate,4716,shuffled_neighbor_family_first_consensus,provenance_group,max,43,3,4,0.75,1,1;8;11
external_candidate,4717,shuffled_neighbor_family_first_consensus,provenance_group,max,30,2,4,0.5,4,4;8
external_candidate,4718,shuffled_neighbor_family_first_consensus,provenance_group,max,35,3,4,0.75,2,2;9;17
external_candidate,4719,shuffled_neighbor_family_first_consensus,provenance_group,max,19,2,4,0.5,9,9;14
external_candidate,4720,shuffled_neighbor_family_first_consensus,provenance_group,max,16,2,4,0.5,11,11;15
external_candidate,4721,shuffled_neighbor_family_first_consensus,provenance_group,max,0,0,4,0.0,21,
external_candidate,4722,shuffled_neighbor_family_first_consensus,provenance_group,max,5,1,4,0.25,16,16
external_candidate,4723,shuffled_neighbor_family_first_consensus,provenance_group,max,36,2,4,0.5,1,1;5
external_candidate,4724,shuffled_neighbor_family_first_consensus,provenance_group,max,22,2,4,0.5,4,4;16
external_candidate,4725,shuffled_neighbor_family_first_consensus,provenance_group,max,31,3,4,0.75,5,5;9;18
external_candidate,4726,shuffled_neighbor_family_first_consensus,provenance_group,max,2,1,4,0.25,19,19
external_candidate,4727,shuffled_neighbor_family_first_consensus,provenance_group,max,32,2,4,0.5,1,1;9
external_candidate,4728,shuffled_neighbor_family_first_consensus,provenance_group,max,13,1,4,0.25,8,8
external_candidate,4729,shuffled_neighbor_family_first_consensus,provenance_group,max,0,0,4,0.0,21,
external_candidate,4730,shuffled_neighbor_family_first_consensus,provenance_group,max,40,3,4,0.75,4,4;7;12
external_candidate,4731,shuffled_neighbor_family_first_consensus,provenance_group,max,26,3,4,0.75,5,5;13;19
external_candidate,4732,shuffled_neighbor_family_first_consensus,provenance_group,max,25,2,4,0.5,4,4;13
external_candidate,4733,shuffled_neighbor_family_first_consensus,provenance_group,max,35,2,4,0.5,1,1;6
external_candidate,4734,shuffled_neighbor_family_first_consensus,provenance_group,max,12,2,4,0.5,11,11;19
external_candidate,4735,shuffled_neighbor_family_first_consensus,provenance_group,max,23,3,4,0.75,8,8;15;17
external_candidate,4736,shuffled_neighbor_family_first_consensus,provenance_group,max,24,2,4,0.5,4,4;14
external_candidate,4737,shuffled_neighbor_family_first_consensus,provenance_group,max,22,2,4,0.5,7,7;13
external_candidate,4738,shuffled_neighbor_family_first_consensus,provenance_group,max,30,2,4,0.5,4,4;8
external_candidate,4739,shuffled_neighbor_family_first_consensus,provenance_group,max,0,0,4,0.0,21,
external_candidate,4740,shuffled_neighbor_family_first_consensus,provenance_group,max,0,0,4,0.0,21,
external_candidate,4741,shuffled_neighbor_family_first_consensus,provenance_group,max,27,4,4,1.0,4,4;16;17;20
external_candidate,4742,shuffled_neighbor_family_first_consensus,provenance_group,max,6,1,4,0.25,15,15
external_candidate,4743,shuffled_neighbor_family_first_consensus,provenance_group,max,18,1,4,0.25,3,3
external_candidate,4744,shuffled_neighbor_family_first_consensus,provenance_group,max,6,1,4,0.25,15,15
external_candidate,4745,shuffled_neighbor_family_first_consensus,provenance_group,max,0,0,4,0.0,21,
external_candidate,4746,shuffled_neighbor_family_first_consensus,provenance_group,max,9,1,4,0.25,12,12
external_candidate,4747,shuffled_neighbor_family_first_consensus,provenance_group,max,25,2,4,0.5,2,2;15
external_candidate,4748,shuffled_neighbor_family_first_consensus,provenance_group,max,11,2,4,0.5,11,11;20
external_candidate,4749,shuffled_neighbor_family_first_consensus,provenance_group,max,10,1,4,0.25,11,11
external_candidate,4750,shuffled_neighbor_family_first_consensus,provenance_group,max,24,3,4,0.75,2,2;18;19
external_candidate,4751,shuffled_neighbor_family_first_consensus,provenance_group,max,22,2,4,0.5,9,9;11
external_candidate,4752,shuffled_neighbor_family_first_consensus,provenance_group,max,52,4,4,1.0,1,1;2;13;16
external_candidate,4753,shuffled_neighbor_family_first_consensus,provenance_group,max,25,3,4,0.75,6,6;14;18
external_candidate,4754,shuffled_neighbor_family_first_consensus,provenance_group,max,17,2,4,0.5,6,6;19
external_candidate,4755,shuffled_neighbor_family_first_consensus,provenance_group,max,28,2,4,0.5,3,3;11
external_candidate,4756,shuffled_neighbor_family_first_consensus,provenance_group,max,0,0,4,0.0,21,
external_candidate,4757,shuffled_neighbor_family_first_consensus,provenance_group,max,5,1,4,0.25,16,16
external_candidate,4758,shuffled_neighbor_family_first_consensus,provenance_group,max,22,2,4,0.5,9,9;11
external_candidate,4759,shuffled_neighbor_family_first_consensus,provenance_group,max,25,3,4,0.75,9,9;11;18
external_candidate,4760,shuffled_neighbor_family_first_consensus,provenance_group,max,22,2,4,0.5,9,9;11
external_candidate,4761,shuffled_neighbor_family_first_consensus,provenance_group,max,14,1,4,0.25,7,7
external_candidate,4762,shuffled_neighbor_family_first_consensus,provenance_group,max,40,3,4,0.75,2,2;5;16
external_candidate,4763,shuffled_neighbor_family_first_consensus,provenance_group,max,19,2,4,0.5,10,10;13
external_candidate,4764,shuffled_neighbor_family_first_consensus,provenance_group,max,21,2,4,0.5,10,10;11
external_candidate,4765,shuffled_neighbor_family_first_consensus,provenance_group,max,33,2,4,0.5,4,4;5
external_candidate,4766,shuffled_neighbor_family_first_consensus,provenance_group,max,27,2,4,0.5,7,7;8
external_candidate,4767,shuffled_neighbor_family_first_consensus,provenance_group,max,10,2,4,0.5,12,12;20
external_candidate,4768,shuffled_neighbor_family_first_consensus,provenance_group,max,40,3,4,0.75,2,2;4;17
external_candidate,4769,shuffled_neighbor_family_first_consensus,provenance_group,max,27,2,4,0.5,1,1;14
external_candidate,4770,shuffled_neighbor_family_first_consensus,provenance_group,max,30,2,4,0.5,5,5;7
external_candidate,4771,shuffled_neighbor_family_first_consensus,provenance_group,max,25,2,4,0.5,7,7;10
external_candidate,4772,shuffled_neighbor_family_first_consensus,provenance_group,max,22,2,4,0.5,3,3;17
external_candidate,4773,shuffled_neighbor_family_first_consensus,provenance_group,max,10,1,4,0.25,11,11
external_candidate,4774,shuffled_neighbor_family_first_consensus,provenance_group,max,47,4,4,1.0,1,1;3;16;17
external_candidate,4775,shuffled_neighbor_family_first_consensus,provenance_group,max,43,3,4,0.75,3,3;8;9
external_candidate,4776,shuffled_neighbor_family_first_consensus,provenance_group,max,14,1,4,0.25,7,7
external_candidate,4777,shuffled_neighbor_family_first_consensus,provenance_group,max,42,3,4,0.75,1,1;2;18
external_candidate,4778,shuffled_neighbor_family_first_consensus,provenance_group,max,23,2,4,0.5,2,2;17
external_candidate,4779,shuffled_neighbor_family_first_consensus,provenance_group,max,24,2,4,0.5,8,8;10
external_candidate,4780,shuffled_neighbor_family_first_consensus,provenance_group,max,22,3,4,0.75,12,12;14;15
external_candidate,4781,shuffled_neighbor_family_first_consensus,provenance_group,max,12,1,4,0.25,9,9
external_candidate,4782,shuffled_neighbor_family_first_consensus,provenance_group,max,18,1,4,0.25,3,3
external_candidate,4783,shuffled_neighbor_family_first_consensus,provenance_group,max,13,2,4,0.5,11,11;18
external_candidate,4784,shuffled_neighbor_family_first_consensus,provenance_group,max,2,1,4,0.25,19,19
external_candidate,4785,shuffled_neighbor_family_first_consensus,provenance_group,max,30,3,4,0.75,4,4;12;17
external_candidate,4786,shuffled_neighbor_family_first_consensus,provenance_group,max,21,2,4,0.5,7,7;14
external_candidate,4787,shuffled_neighbor_family_first_consensus,provenance_group,max,28,2,4,0.5,1,1;13
external_candidate,4788,shuffled_neighbor_family_first_consensus,provenance_group,max,5,1,4,0.25,16,16
external_candidate,4789,shuffled_neighbor_family_first_consensus,provenance_group,max,27,2,4,0.5,7,7;8
external_candidate,4790,shuffled_neighbor_family_first_consensus,provenance_group,max,23,4,4,1.0,12,12;14;17;18
external_candidate,4791,shuffled_neighbor_family_first_consensus,provenance_group,max,18,1,4,0.25,3,3
external_candidate,4792,shuffled_neighbor_family_first_consensus,provenance_group,max,15,3,4,0.75,13,13;15;20
external_candidate,4793,shuffled_neighbor_family_first_consensus,provenance_group,max,21,2,4,0.5,7,7;14
external_candidate,4794,shuffled_neighbor_family_first_consensus,provenance_group,max,33,2,4,0.5,1,1;8
external_candidate,4795,shuffled_neighbor_family_first_consensus,provenance_group,max,8,1,4,0.25,13,13
external_candidate,4796,shuffled_neighbor_family_first_consensus,provenance_group,max,24,2,4,0.5,3,3;15
external_candidate,4797,shuffled_neighbor_family_first_consensus,provenance_group,max,7,1,4,0.25,14,14
external_candidate,4798,shuffled_neighbor_family_first_consensus,provenance_group,max,6,1,4,0.25,15,15
external_candidate,4799,shuffled_neighbor_family_first_consensus,provenance_group,max,42,4,4,1.0,6,6;8;11;17
external_candidate,4800,shuffled_neighbor_family_first_consensus,provenance_group,max,15,1,4,0.25,6,6
external_candidate,4801,shuffled_neighbor_family_first_consensus,provenance_group,max,23,2,4,0.5,7,7;12
external_candidate,4802,shuffled_neighbor_family_first_consensus,provenance_group,max,3,1,4,0.25,18,18
external_candidate,4803,shuffled_neighbor_family_first_consensus,provenance_group,max,23,2,4,0.5,8,8;11
external_candidate,4804,shuffled_neighbor_family_first_consensus,provenance_group,max,20,1,4,0.25,1,1
external_candidate,4805,shuffled_neighbor_family_first_consensus,provenance_group,max,26,3,4,0.75,3,3;15;19
external_candidate,4806,shuffled_neighbor_family_first_consensus,provenance_group,max,32,2,4,0.5,4,4;6
external_candidate,4807,shuffled_neighbor_family_first_consensus,provenance_group,max,13,2,4,0.5,11,11;18
external_candidate,4808,shuffled_neighbor_family_first_consensus,provenance_group,max,16,2,4,0.5,7,7;19
external_candidate,4809,shuffled_neighbor_family_first_consensus,provenance_group,max,29,2,4,0.5,6,6;7
external_candidate,4810,shuffled_neighbor_family_first_consensus,provenance_group,max,0,0,4,0.0,21,
external_candidate,4811,shuffled_neighbor_family_first_consensus,provenance_group,max,32,2,4,0.5,2,2;8
external_candidate,4812,shuffled_neighbor_family_first_consensus,provenance_group,max,15,2,4,0.5,10,10;17
external_candidate,4813,shuffled_neighbor_family_first_consensus,provenance_group,max,21,2,4,0.5,5,5;16
external_candidate,4814,shuffled_neighbor_family_first_consensus,provenance_group,max,29,2,4,0.5,4,4;9
external_candidate,4815,shuffled_neighbor_family_first_consensus,provenance_group,max,7,2,4,0.5,17,17;18
external_candidate,4816,shuffled_neighbor_family_first_consensus,provenance_group,max,17,1,4,0.25,4,4
external_candidate,4817,shuffled_neighbor_family_first_consensus,provenance_group,max,38,2,4,0.5,1,1;3
external_candidate,4818,shuffled_neighbor_family_first_consensus,provenance_group,max,38,3,4,0.75,4,4;9;12
external_candidate,4819,shuffled_neighbor_family_first_consensus,provenance_group,max,29,2,4,0.5,5,5;8
external_candidate,4820,shuffled_neighbor_family_first_consensus,provenance_group,max,23,2,4,0.5,9,9;10
external_candidate,4821,shuffled_neighbor_family_first_consensus,provenance_group,max,35,3,4,0.75,2,2;9;17
external_candidate,4822,shuffled_neighbor_family_first_consensus,provenance_group,max,24,2,4,0.5,4,4;14
external_candidate,4823,shuffled_neighbor_family_first_consensus,provenance_group,max,0,0,4,0.0,21,
external_candidate,4824,shuffled_neighbor_family_first_consensus,provenance_group,max,15,1,4,0.25,6,6
external_candidate,4825,shuffled_neighbor_family_first_consensus,provenance_group,max,27,2,4,0.5,7,7;8
external_candidate,4826,shuffled_neighbor_family_first_consensus,provenance_group,max,25,2,4,0.5,5,5;12
external_candidate,4827,shuffled_neighbor_family_first_consensus,provenance_group,max,4,1,4,0.25,17,17
external_candidate,4828,shuffled_neighbor_family_first_consensus,provenance_group,max,45,3,4,0.75,3,3;6;9
external_candidate,4829,shuffled_neighbor_family_first_consensus,provenance_group,max,19,2,4,0.5,10,10;13
external_candidate,4830,shuffled_neighbor_family_first_consensus,provenance_group,max,14,2,4,0.5,11,11;17
external_candidate,4831,shuffled_neighbor_family_first_consensus,provenance_group,max,21,2,4,0.5,1,1;20
external_candidate,4832,shuffled_neighbor_family_first_consensus,provenance_group,max,21,2,4,0.5,8,8;13
external_candidate,4833,shuffled_neighbor_family_first_consensus,provenance_group,max,17,2,4,0.5,11,11;14
external_candidate,4834,shuffled_neighbor_family_first_consensus,provenance_group,max,31,3,4,0.75,8,8;10;14
external_candidate,4835,shuffled_neighbor_family_first_consensus,provenance_group,max,23,2,4,0.5,3,3;16
external_candidate,4836,shuffled_neighbor_family_first_consensus,provenance_group,max,9,2,4,0.5,16,16;17
external_candidate,4837,shuffled_neighbor_family_first_consensus,provenance_group,max,34,3,4,0.75,4,4;9;16
external_candidate,4838,shuffled_neighbor_family_first_consensus,provenance_group,max,20,3,4,0.75,13,13;14;16
external_candidate,4839,shuffled_neighbor_family_first_consensus,provenance_group,max,23,2,4,0.5,2,2;17
external_candidate,4840,shuffled_neighbor_family_first_consensus,provenance_group,max,15,2,4,0.5,7,7;20
external_candidate,4841,shuffled_neighbor_family_first_consensus,provenance_group,max,5,2,4,0.5,18,18;19
external_candidate,4842,shuffled_neighbor_family_first_consensus,provenance_group,max,18,1,4,0.25,3,3
external_candidate,4843,shuffled_neighbor_family_first_consensus,provenance_group,max,31,2,4,0.5,2,2;9
external_candidate,4844,shuffled_neighbor_family_first_consensus,provenance_group,max,17,2,4,0.5,9,9;16
external_candidate,4845,shuffled_neighbor_family_first_consensus,provenance_group,max,50,4,4,1.0,2,2;3;10;19
external_candidate,4846,shuffled_neighbor_family_first_consensus,provenance_group,max,15,1,4,0.25,6,6
external_candidate,4847,shuffled_neighbor_family_first_consensus,provenance_group,max,9,1,4,0.25,12,12
external_candidate,4848,shuffled_neighbor_family_first_consensus,provenance_group,max,13,2,4,0.5,11,11;18
external_candidate,4849,shuffled_neighbor_family_first_consensus,provenance_group,max,13,2,4,0.5,10,10;19
external_candidate,4850,shuffled_neighbor_family_first_consensus,provenance_group,max,19,1,4,0.25,2,2
external_candidate,4851,shuffled_neighbor_family_first_consensus,provenance_group,max,29,2,4,0.5,6,6;7
external_candidate,4852,shuffled_neighbor_family_first_consensus,provenance_group,max,21,3,4,0.75,10,10;15;17
external_candidate,4853,shuffled_neighbor_family_first_consensus,provenance_group,max,16,1,4,0.25,5,5
external_candidate,4854,shuffled_neighbor_family_first_consensus,provenance_group,max,15,1,4,0.25,6,6
external_candidate,4855,shuffled_neighbor_family_first_consensus,provenance_group,max,23,2,4,0.5,3,3;16
external_candidate,4856,shuffled_neighbor_family_first_consensus,provenance_group,max,32,2,4,0.5,1,1;9
external_candidate,4857,shuffled_neighbor_family_first_consensus,provenance_group,max,8,1,4,0.25,13,13
external_candidate,4858,shuffled_neighbor_family_first_consensus,provenance_group,max,22,2,4,0.5,3,3;17
external_candidate,4859,shuffled_neighbor_family_first_consensus,provenance_group,max,25,2,4,0.5,4,4;13
external_candidate,4860,shuffled_neighbor_family_first_consensus,provenance_group,max,20,1,4,0.25,1,1
external_candidate,4861,shuffled_neighbor_family_first_consensus,provenance_group,max,35,3,4,0.75,4,4;10;14
external_candidate,4862,shuffled_neighbor_family_first_consensus,provenance_group,max,38,3,4,0.75,3,3;10;12
external_candidate,4863,shuffled_neighbor_family_first_consensus,provenance_group,max,34,3,4,0.75,4,4;6;19
external_candidate,4864,shuffled_neighbor_family_first_consensus,provenance_group,max,0,0,4,0.0,21,
external_candidate,4865,shuffled_neighbor_family_first_consensus,provenance_group,max,28,2,4,0.5,3,3;11
external_candidate,4866,shuffled_neighbor_family_first_consensus,provenance_group,max,14,1,4,0.25,7,7
external_candidate,4867,shuffled_neighbor_family_first_consensus,provenance_group,max,6,1,4,0.25,15,15
external_candidate,4868,shuffled_neighbor_family_first_consensus,provenance_group,max,24,3,4,0.75,10,10;13;16
external_candidate,4869,shuffled_neighbor_family_first_consensus,provenance_group,max,7,1,4,0.25,14,14
external_candidate,4870,shuffled_neighbor_family_first_consensus,provenance_group,max,21,2,4,0.5,5,5;16
external_candidate,4871,shuffled_neighbor_family_first_consensus,provenance_group,max,12,2,4,0.5,12,12;18
external_candidate,4872,shuffled_neighbor_family_first_consensus,provenance_group,max,2,1,4,0.25,19,19
external_candidate,4873,shuffled_neighbor_family_first_consensus,provenance_group,max,23,2,4,0.5,6,6;13
external_candidate,4874,shuffled_neighbor_family_first_consensus,provenance_group,max,12,1,4,0.25,9,9
external_candidate,4875,shuffled_neighbor_family_first_consensus,provenance_group,max,9,2,4,0.5,15,15;18
external_candidate,4876,shuffled_neighbor_family_first_consensus,provenance_group,max,14,1,4,0.25,7,7
external_candidate,4877,shuffled_neighbor_family_first_consensus,provenance_group,max,11,1,4,0.25,10,10
external_candidate,4878,shuffled_neighbor_family_first_consensus,provenance_group,max,30,2,4,0.5,5,5;7
external_candidate,4879,shuffled_neighbor_family_first_consensus,provenance_group,max,13,1,4,0.25,8,8
external_candidate,4880,shuffled_neighbor_family_first_consensus,provenance_group,max,18,2,4,0.5,8,8;16
external_candidate,4881,shuffled_neighbor_family_first_consensus,provenance_group,max,36,3,4,0.75,5,5;7;15
external_candidate,4882,shuffled_neighbor_family_first_consensus,provenance_group,max,3,1,4,0.25,18,18
external_candidate,4883,shuffled_neighbor_family_first_consensus,provenance_group,max,11,3,4,0.75,15,15;17;20
external_candidate,4884,shuffled_neighbor_family_first_consensus,provenance_group,max,3,1,4,0.25,18,18
external_candidate,4885,shuffled_neighbor_family_first_consensus,provenance_group,max,20,2,4,0.5,5,5;17
external_candidate,4886,shuffled_neighbor_family_first_consensus,provenance_group,max,26,2,4,0.5,4,4;12
external_candidate,4887,shuffled_neighbor_family_first_consensus,provenance_group,max,10,1,4,0.25,11,11
external_candidate,4888,shuffled_neighbor_family_first_consensus,provenance_group,max,17,1,4,0.25,4,4
external_candidate,4889,shuffled_neighbor_family_first_consensus,provenance_group,max,29,2,4,0.5,3,3;10
external_candidate,4890,shuffled_neighbor_family_first_consensus,provenance_group,max,19,1,4,0.25,2,2
external_candidate,4891,shuffled_neighbor_family_first_consensus,provenance_group,max,8,1,4,0.25,13,13
external_candidate,4892,shuffled_neighbor_family_first_consensus,provenance_group,max,35,3,4,0.75,5,5;10;13
external_candidate,4893,shuffled_neighbor_family_first_consensus,provenance_group,max,14,2,4,0.5,8,8;20
external_candidate,4894,shuffled_neighbor_family_first_consensus,provenance_group,max,9,1,4,0.25,12,12
external_candidate,4895,shuffled_neighbor_family_first_consensus,provenance_group,max,14,2,4,0.5,10,10;18
external_candidate,4896,shuffled_neighbor_family_first_consensus,provenance_group,max,21,3,4,0.75,10,10;14;18
external_candidate,4897,shuffled_neighbor_family_first_consensus,provenance_group,max,47,3,4,0.75,2,2;5;9
external_candidate,4898,shuffled_neighbor_family_first_consensus,provenance_group,max,19,2,4,0.5,5,5;18
external_candidate,4899,shuffled_neighbor_family_first_consensus,provenance_group,max,35,3,4,0.75,7,7;8;13
external_candidate,4900,shuffled_neighbor_family_first_consensus,provenance_group,max,29,2,4,0.5,3,3;10
external_candidate,4901,shuffled_neighbor_family_first_consensus,provenance_group,max,31,2,4,0.5,3,3;8
external_candidate,4902,shuffled_neighbor_family_first_consensus,provenance_group,max,8,1,4,0.25,13,13
external_candidate,4903,shuffled_neighbor_family_first_consensus,provenance_group,max,21,2,4,0.5,7,7;14
external_candidate,4904,shuffled_neighbor_family_first_consensus,provenance_group,max,29,2,4,0.5,2,2;11
external_candidate,4905,shuffled_neighbor_family_first_consensus,provenance_group,max,22,3,4,0.75,6,6;15;20
external_candidate,4906,shuffled_neighbor_family_first_consensus,provenance_group,max,33,2,4,0.5,3,3;6
external_candidate,4907,shuffled_neighbor_family_first_consensus,provenance_group,max,27,2,4,0.5,7,7;8
external_candidate,4908,shuffled_neighbor_family_first_consensus,provenance_group,max,22,3,4,0.75,5,5;16;20
external_candidate,4909,shuffled_neighbor_family_first_consensus,provenance_group,max,21,2,4,0.5,6,6;15
external_candidate,4910,shuffled_neighbor_family_first_consensus,provenance_group,max,17,2,4,0.5,11,11;14
external_candidate,4911,shuffled_neighbor_family_first_consensus,provenance_group,max,28,3,4,0.75,1,1;16;18
external_candidate,4912,shuffled_neighbor_family_first_consensus,provenance_group,max,19,2,4,0.5,9,9;14
external_candidate,4913,shuffled_neighbor_family_first_consensus,provenance_group,max,30,2,4,0.5,1,1;11
external_candidate,4914,shuffled_neighbor_family_first_consensus,provenance_group,max,27,2,4,0.5,4,4;11
external_candidate,4915,shuffled_neighbor_family_first_consensus,provenance_group,max,16,2,4,0.5,11,11;15
external_candidate,4916,shuffled_neighbor_family_first_consensus,provenance_group,max,14,1,4,0.25,7,7
external_candidate,4917,shuffled_neighbor_family_first_consensus,provenance_group,max,38,2,4,0.5,1,1;3
external_candidate,4918,shuffled_neighbor_family_first_consensus,provenance_group,max,14,2,4,0.5,10,10;18
external_candidate,4919,shuffled_neighbor_family_first_consensus,provenance_group,max,13,1,4,0.25,8,8
external_candidate,4920,shuffled_neighbor_family_first_consensus,provenance_group,max,11,1,4,0.25,10,10
external_candidate,4921,shuffled_neighbor_family_first_consensus,provenance_group,max,14,1,4,0.25,7,7
external_candidate,4922,shuffled_neighbor_family_first_consensus,provenance_group,max,14,2,4,0.5,12,12;16
external_candidate,4923,shuffled_neighbor_family_first_consensus,provenance_group,max,20,1,4,0.25,1,1
external_candidate,4924,shuffled_neighbor_family_first_consensus,provenance_group,max,28,2,4,0.5,2,2;12
external_candidate,4925,shuffled_neighbor_family_first_consensus,provenance_group,max,32,2,4,0.5,3,3;7
external_candidate,4926,shuffled_neighbor_family_first_consensus,provenance_group,max,22,2,4,0.5,7,7;13
external_candidate,4927,shuffled_neighbor_family_first_consensus,provenance_group,max,8,1,4,0.25,13,13
external_candidate,4928,shuffled_neighbor_family_first_consensus,provenance_group,max,20,2,4,0.5,4,4;18
external_candidate,4929,shuffled_neighbor_family_first_consensus,provenance_group,max,51,3,4,0.75,1,1;4;7
external_candidate,4930,shuffled_neighbor_family_first_consensus,provenance_group,max,22,3,4,0.75,10,10;14;17
external_candidate,4931,shuffled_neighbor_family_first_consensus,provenance_group,max,28,2,4,0.5,5,5;9
external_candidate,4932,shuffled_neighbor_family_first_consensus,provenance_group,max,23,2,4,0.5,7,7;12
external_candidate,4933,shuffled_neighbor_family_first_consensus,provenance_group,max,28,2,4,0.5,2,2;12
external_candidate,4934,shuffled_neighbor_family_first_consensus,provenance_group,max,24,2,4,0.5,6,6;12
external_candidate,4935,shuffled_neighbor_family_first_consensus,provenance_group,max,12,2,4,0.5,10,10;20
external_candidate,4936,shuffled_neighbor_family_first_consensus,provenance_group,max,20,1,4,0.25,1,1
external_candidate,4937,shuffled_neighbor_family_first_consensus,provenance_group,max,6,1,4,0.25,15,15
external_candidate,4938,shuffled_neighbor_family_first_consensus,provenance_group,max,12,1,4,0.25,9,9
external_candidate,4939,shuffled_neighbor_family_first_consensus,provenance_group,max,0,0,4,0.0,21,
external_candidate,4940,shuffled_neighbor_family_first_consensus,provenance_group,max,20,2,4,0.5,7,7;15
external_candidate,4941,shuffled_neighbor_family_first_consensus,provenance_group,max,10,1,4,0.25,11,11
external_candidate,4942,shuffled_neighbor_family_first_consensus,provenance_group,max,25,2,4,0.5,6,6;11
external_candidate,4943,shuffled_neighbor_family_first_consensus,provenance_group,max,38,3,4,0.75,4,4;7;14
external_candidate,4944,shuffled_neighbor_family_first_consensus,provenance_group,max,23,2,4,0.5,8,8;11
external_candidate,4945,shuffled_neighbor_family_first_consensus,provenance_group,max,25,3,4,0.75,1,1;17;20
external_candidate,4946,shuffled_neighbor_family_first_consensus,provenance_group,max,13,3,4,0.75,13,13;18;19
external_candidate,4947,shuffled_neighbor_family_first_consensus,provenance_group,max,1,1,4,0.25,20,20
external_candidate,4948,shuffled_neighbor_family_first_consensus,provenance_group,max,0,0,4,0.0,21,
external_candidate,4949,shuffled_neighbor_family_first_consensus,provenance_group,max,25,3,4,0.75,8,8;13;17
external_candidate,4950,shuffled_neighbor_family_first_consensus,provenance_group,max,18,2,4,0.5,10,10;14
external_candidate,4951,shuffled_neighbor_family_first_consensus,provenance_group,max,0,0,4,0.0,21,
external_candidate,4952,shuffled_neighbor_family_first_consensus,provenance_group,max,8,2,4,0.5,14,14;20
external_candidate,4953,shuffled_neighbor_family_first_consensus,provenance_group,max,0,0,4,0.0,21,
external_candidate,4954,shuffled_neighbor_family_first_consensus,provenance_group,max,5,1,4,0.25,16,16
external_candidate,4955,shuffled_neighbor_family_first_consensus,provenance_group,max,41,3,4,0.75,2,2;7;13
external_candidate,4956,shuffled_neighbor_family_first_consensus,provenance_group,max,25,2,4,0.5,8,8;9
external_candidate,4957,shuffled_neighbor_family_first_consensus,provenance_group,max,40,3,4,0.75,4,4;8;11
external_candidate,4958,shuffled_neighbor_family_first_consensus,provenance_group,max,22,2,4,0.5,9,9;11
external_candidate,4959,shuffled_neighbor_family_first_consensus,provenance_group,max,12,1,4,0.25,9,9
external_candidate,4960,shuffled_neighbor_family_first_consensus,provenance_group,max,20,1,4,0.25,1,1
external_candidate,4961,shuffled_neighbor_family_first_consensus,provenance_group,max,20,2,4,0.5,6,6;16
external_candidate,4962,shuffled_neighbor_family_first_consensus,provenance_group,max,13,2,4,0.5,9,9;20
external_candidate,4963,shuffled_neighbor_family_first_consensus,provenance_group,max,28,2,4,0.5,3,3;11
external_candidate,4964,shuffled_neighbor_family_first_consensus,provenance_group,max,12,2,4,0.5,10,10;20
external_candidate,4965,shuffled_neighbor_family_first_consensus,provenance_group,max,5,1,4,0.25,16,16
external_candidate,4966,shuffled_neighbor_family_first_consensus,provenance_group,max,32,3,4,0.75,4,4;7;20
external_candidate,4967,shuffled_neighbor_family_first_consensus,provenance_group,max,38,3,4,0.75,3,3;7;15
external_candidate,4968,shuffled_neighbor_family_first_consensus,provenance_group,max,18,1,4,0.25,3,3
external_candidate,4969,shuffled_neighbor_family_first_consensus,provenance_group,max,13,2,4,0.5,11,11;18
external_candidate,4970,shuffled_neighbor_family_first_consensus,provenance_group,max,8,2,4,0.5,15,15;19
external_candidate,4971,shuffled_neighbor_family_first_consensus,provenance_group,max,21,2,4,0.5,6,6;15
